temperature,rainfall,temp_min,temp_max,label
21.80619564,125.0972687,10,25,강낭콩
19.52226241,113.334026,10,25,강낭콩
17.00067625,103.2926407,10,25,강낭콩
16.78791503,75.45328039,10,25,강낭콩
24.84906168,62.21292186,10,25,강낭콩
16.51783455,98.77794225,10,25,강낭콩
18.15300153,107.6907964,10,25,강낭콩
23.18864385,63.38208822,10,25,강낭콩
23.38002569,87.66898664,10,25,강낭콩
18.358923,138.414764,10,25,강낭콩
19.25975367,94.9533526,10,25,강낭콩
22.95458237,107.7315386,10,25,강낭콩
20.120043,104.6252153,10,25,강낭콩
21.14011423,141.6056722,10,25,강낭콩
24.92360104,62.7089169,10,25,강낭콩
15.33042636,135.3315583,10,25,강낭콩
18.81097271,125.084915,10,25,강낭콩
23.44260668,107.4137246,10,25,강낭콩
22.8352024,63.59276673,10,25,강낭콩
24.9035819,146.4727237,10,25,강낭콩
23.78709569,119.6404412,10,25,강낭콩
22.05592283,126.7265372,10,25,강낭콩
18.87492997,134.1811718,10,25,강낭콩
18.62328774,135.3378033,10,25,강낭콩
23.00884744,100.118612,10,25,강낭콩
19.33162606,68.51253427,10,25,강낭콩
16.24469193,66.97053257,10,25,강낭콩
17.91652287,69.14681022,10,25,강낭콩
15.46789263,88.88796102,10,25,강낭콩
17.06104474,81.83420522,10,25,강낭콩
21.32776028,109.1013261,10,25,강낭콩
23.90910104,81.60211243,10,25,강낭콩
23.89756791,112.6616435,10,25,강낭콩
22.98666928,143.8584938,10,25,강낭콩
21.35135729,146.4548645,10,25,강낭콩
24.1638445,116.7324324,10,25,강낭콩
24.62835037,149.7441028,10,25,강낭콩
21.02213209,124.6118471,10,25,강낭콩
17.30844532,115.199245,10,25,강낭콩
23.82576704,84.64143632,10,25,강낭콩
19.30607278,129.3449326,10,25,강낭콩
16.03768615,130.3900798,10,25,강낭콩
19.18572809,80.15293435,10,25,강낭콩
19.92889503,64.02640797,10,25,강낭콩
19.56376468,139.2921004,10,25,강낭콩
18.31357543,76.14153904,10,25,강낭콩
20.10993761,73.36386477,10,25,강낭콩
23.60506572,100.5978728,10,25,강낭콩
19.73136909,84.06354115,10,25,강낭콩
20.93409877,133.1914419,10,25,강낭콩
18.78226261,104.2570723,10,25,강낭콩
28.05153602,43.35795377,18,30,렌즈콩
19.44084326,46.83130119,18,30,렌즈콩
29.84823072,46.80452595,18,30,렌즈콩
21.36383757,46.6352865,18,30,렌즈콩
26.28663931,46.13833007,18,30,렌즈콩
22.17499963,53.46622584,18,30,렌즈콩
26.57597546,50.89110726,18,30,렌즈콩
26.58972517,50.90994463,18,30,렌즈콩
19.1345771,36.46946971,18,30,렌즈콩
28.75273118,35.15426171,18,30,렌즈콩
25.78746268,49.14337177,18,30,렌즈콩
23.89271875,52.55730112,18,30,렌즈콩
28.67408774,42.96018627,18,30,렌즈콩
28.42062847,49.02366803,18,30,렌즈콩
21.35499456,41.78219834,18,30,렌즈콩
21.12695586,38.71834464,18,30,렌즈콩
24.02037872,49.78102578,18,30,렌즈콩
25.40474421,51.92057267,18,30,렌즈콩
29.03017561,54.9393771,18,30,렌즈콩
20.21368219,50.89732989,18,30,렌즈콩
29.19585548,44.93261911,18,30,렌즈콩
18.29783597,49.39111479,18,30,렌즈콩
27.41434987,44.43177543,18,30,렌즈콩
24.84063998,48.77790371,18,30,렌즈콩
29.94413861,40.37113729,18,30,렌즈콩
25.87990287,47.89645224,18,30,렌즈콩
20.0467711,46.05333124,18,30,렌즈콩
22.99451999,54.49044154,18,30,렌즈콩
25.13163619,49.04015558,18,30,렌즈콩
28.49584395,53.14531023,18,30,렌즈콩
18.28766124,48.60449438,18,30,렌즈콩
24.38041875,53.13946695,18,30,렌즈콩
21.31852148,45.42616802,18,30,렌즈콩
18.54141834,44.07819743,18,30,렌즈콩
25.28710601,49.37369982,18,30,렌즈콩
25.43459777,41.02682925,18,30,렌즈콩
28.83600962,44.08562546,18,30,렌즈콩
27.37659643,49.47371773,18,30,렌즈콩
28.31886863,45.36521251,18,30,렌즈콩
27.4818649,37.81123974,18,30,렌즈콩
18.28072173,48.80253285,18,30,렌즈콩
27.61204997,42.72374404,18,30,렌즈콩
23.43974653,45.40277297,18,30,렌즈콩
20.95628486,52.39881209,18,30,렌즈콩
23.7937153,49.73922097,18,30,렌즈콩
22.6371424,38.30411077,18,30,렌즈콩
21.53577883,35.75107592,18,30,렌즈콩
29.87854588,44.95654782,18,30,렌즈콩
25.2653291,48.33941188,18,30,렌즈콩
25.17885316,35.03484812,18,30,렌즈콩
24.12192608,44.23629285,18,30,렌즈콩
23.33565221,36.18678721,18,30,렌즈콩
21.74600081,50.43306085,18,30,렌즈콩
27.60195453,54.37814199,18,30,렌즈콩
24.388717,47.26052494,18,30,렌즈콩
24.98287462,38.21370568,18,30,렌즈콩
28.234829,35.36831423,18,30,렌즈콩
26.03026959,37.11395801,18,30,렌즈콩
28.04849594,37.15824966,18,30,렌즈콩
24.87425505,48.28137482,18,30,렌즈콩
23.97081395,53.40906048,18,30,렌즈콩
20.06003985,42.89509057,18,30,렌즈콩
19.59221047,41.7704893,18,30,렌즈콩
29.77013109,35.69674138,18,30,렌즈콩
27.52135365,48.06491307,18,30,렌즈콩
25.62896213,45.49683991,18,30,렌즈콩
20.39078312,53.31508572,18,30,렌즈콩
25.39038396,39.18374505,18,30,렌즈콩
24.91079638,42.19740397,18,30,렌즈콩
27.70496805,37.46160727,18,30,렌즈콩
18.06486101,51.54922825,18,30,렌즈콩
18.13027797,50.6128521,18,30,렌즈콩
23.82723528,46.90725077,18,30,렌즈콩
23.19305333,49.55213308,18,30,렌즈콩
25.08966129,41.45486619,18,30,렌즈콩
25.86928193,36.68284038,18,30,렌즈콩
18.43966037,39.00992137,18,30,렌즈콩
27.14911056,52.50812701,18,30,렌즈콩
23.33375853,47.01510708,18,30,렌즈콩
26.7230014,42.87274897,18,30,렌즈콩
19.55750776,53.04669416,18,30,렌즈콩
26.13708256,46.48280681,18,30,렌즈콩
27.99990346,49.94043064,18,30,렌즈콩
29.05941162,36.5011366,18,30,렌즈콩
25.71269843,50.17067771,18,30,렌즈콩
21.79792649,46.62370222,18,30,렌즈콩
24.70626432,53.12442925,18,30,렌즈콩
20.94981756,44.23913012,18,30,렌즈콩
24.84918386,41.61080544,18,30,렌즈콩
21.91041045,36.10211371,18,30,렌즈콩
25.93381964,51.02372773,18,30,렌즈콩
29.82112112,51.56461082,18,30,렌즈콩
27.52185591,45.20841071,18,30,렌즈콩
27.99627907,46.10585191,18,30,렌즈콩
20.76774783,47.9271552,18,30,렌즈콩
23.05276444,52.60285259,18,30,렌즈콩
21.65845777,38.07659414,18,30,렌즈콩
26.25070298,40.8106299,18,30,렌즈콩
20.97195263,53.10207889,18,30,렌즈콩
23.89736406,40.74536757,18,30,렌즈콩
24.55981624,111.9684622,18,28,석류
19.65690085,108.0458926,18,28,석류
18.78359608,102.5184759,18,28,석류
24.1469628,110.2316633,18,28,석류
22.44581266,109.3905998,18,28,석류
24.96273236,109.4169192,18,28,석류
22.5526059,104.8955643,18,28,석류
22.77035608,106.9659201,18,28,석류
19.20090378,108.0423555,18,28,석류
23.12808226,109.3930157,18,28,석류
24.92639065,104.7693804,18,28,석류
24.77464458,105.7595811,18,28,석류
19.8671184,108.3168858,18,28,석류
24.26601316,104.5375109,18,28,석류
23.62600218,107.6836871,18,28,석류
19.67832052,108.5468633,18,28,석류
22.36509395,104.8216333,18,28,석류
21.57936934,102.8593382,18,28,석류
18.26233221,108.0756727,18,28,석류
23.71028128,105.6499907,18,28,석류
22.48720144,111.6631582,18,28,석류
21.6602498,112.4349689,18,28,석류
20.13037175,107.3416913,18,28,석류
18.41164435,105.1834976,18,28,석류
19.68291173,111.2818551,18,28,석류
23.20242586,109.0946323,18,28,석류
18.92157197,102.8013275,18,28,석류
22.10621387,106.8704803,18,28,석류
18.47412402,108.4758509,18,28,석류
19.81069447,102.860084,18,28,석류
24.4880844,103.1969341,18,28,석류
18.75927679,111.0196744,18,28,석류
19.54128063,104.3739878,18,28,석류
18.91251245,111.2800516,18,28,석류
19.91330523,104.0277061,18,28,석류
19.72620525,108.2287276,18,28,석류
23.83185873,111.2232716,18,28,석류
24.94467632,103.8799347,18,28,석류
24.692258,104.6735454,18,28,석류
24.72485577,111.2787584,18,28,석류
20.12644921,108.065579,18,28,석류
21.02432943,104.7847006,18,28,석류
22.40423537,109.8695196,18,28,석류
20.33691147,110.9653137,18,28,석류
24.24779615,106.9216033,18,28,석류
24.81530144,109.2853418,18,28,석류
19.66329768,106.0380805,18,28,석류
22.43377991,112.459697,18,28,석류
22.92052307,110.2437841,18,28,석류
22.91843172,106.2817706,18,28,석류
24.88244467,107.1951707,18,28,석류
23.40981539,105.2240743,18,28,석류
21.20725375,107.5660804,18,28,석류
18.20230419,109.6623974,18,28,석류
22.34375696,103.3183074,18,28,석류
24.32770134,110.4606459,18,28,석류
19.75088482,102.5538035,18,28,석류
19.86173586,111.0217929,18,28,석류
18.07132963,106.3602023,18,28,석류
23.89162561,104.617522,18,28,석류
23.98598756,104.991282,18,28,석류
20.93892916,103.0295938,18,28,석류
20.82210727,109.4429934,18,28,석류
20.86474944,106.8685636,18,28,석류
24.45840036,111.3779693,18,28,석류
24.51147697,105.6209954,18,28,석류
24.56811204,110.9633894,18,28,석류
24.63228709,110.6956184,18,28,석류
20.07386547,103.7084055,18,28,석류
21.80523051,102.6488846,18,28,석류
22.8122645,110.4432293,18,28,석류
22.73031253,104.6843243,18,28,석류
23.2801227,111.1382096,18,28,석류
19.30106297,105.4766591,18,28,석류
19.0087067,108.6793978,18,28,석류
24.35193812,105.529185,18,28,석류
24.72235539,112.1926517,18,28,석류
21.92513945,111.7162016,18,28,석류
24.83954414,107.6435771,18,28,석류
18.09691127,104.88189,18,28,석류
20.24104904,109.2537734,18,28,석류
23.22594,105.6917856,18,28,석류
23.50128217,106.61905,18,28,석류
19.44623085,106.1606833,18,28,석류
20.51343484,110.5764023,18,28,석류
18.90223032,107.6103211,18,28,석류
18.90592319,112.4750941,18,28,석류
22.63045168,109.0357597,18,28,석류
19.38603815,109.9130984,18,28,석류
24.38318965,103.6012114,18,28,석류
23.77989026,106.977723,18,28,석류
22.59890174,110.0932899,18,28,석류
24.37766782,106.128338,18,28,석류
20.89273273,104.4407083,18,28,석류
18.09903225,107.0050976,18,28,석류
20.00218987,112.337046,18,28,석류
19.85139326,102.8186358,18,28,석류
21.25433607,106.2784673,18,28,석류
23.65374106,109.8076178,18,28,석류
23.88404783,108.3121789,18,28,석류
29.36792366,92.82840911,20,35,바나나
27.33368994,101.0494791,20,35,바나나
27.40053601,104.9378,20,35,바나나
29.3159075,90.10978128,20,35,바나나
26.05433004,113.2297373,20,35,바나나
25.86632408,114.5357503,20,35,바나나
27.00932084,97.32531705,20,35,바나나
29.55054817,99.34482238,20,35,바나나
26.28845991,113.8729798,20,35,바나나
29.16226551,100.0075679,20,35,바나나
28.65003945,98.75084366,20,35,바나나
29.07311132,100.1692639,20,35,바나나
28.08166093,118.2761894,20,35,바나나
27.1994597,99.72430835,20,35,바나나
28.05484146,108.3957179,20,35,바나나
25.14748006,98.66679427,20,35,바나나
25.94019018,119.84797,20,35,바나나
27.66752761,108.66464,20,35,바나나
25.56703012,102.7867717,20,35,바나나
28.6956201,116.1616839,20,35,바나나
26.33544853,118.6858263,20,35,바나나
25.93730186,98.21747528,20,35,바나나
25.13686519,91.46442491,20,35,바나나
27.50527651,105.0776992,20,35,바나나
26.21009246,112.0700033,20,35,바나나
29.10403455,92.07835761,20,35,바나나
29.2440638,90.66727868,20,35,바나나
25.56202173,93.10247183,20,35,바나나
26.3985515,98.16752001,20,35,바나나
28.09577643,109.5408614,20,35,바나나
27.84767901,117.2878912,20,35,바나나
27.39341554,94.31102057,20,35,바나나
25.14517635,119.218154,20,35,바나나
28.65456263,102.4633775,20,35,바나나
29.16093424,109.575944,20,35,바나나
27.57278064,91.34276507,20,35,바나나
25.40909896,112.9794804,20,35,바나나
25.99069521,112.0777152,20,35,바나나
26.29039046,118.6730366,20,35,바나나
29.14827211,117.536781,20,35,바나나
26.59743595,107.3944717,20,35,바나나
25.36059237,116.5531455,20,35,바나나
29.12036889,112.3982055,20,35,바나나
27.53911354,110.3262123,20,35,바나나
29.66727337,110.2511102,20,35,바나나
25.05802193,110.4408803,20,35,바나나
25.86824781,116.3019555,20,35,바나나
25.85036988,119.0856171,20,35,바나나
26.51682337,108.8547508,20,35,바나나
28.66725136,118.2583441,20,35,바나나
28.14938935,91.40508414,20,35,바나나
26.42313317,95.12322062,20,35,바나나
26.59386409,109.9825551,20,35,바나나
27.71822477,102.2099836,20,35,바나나
28.98333432,109.022564,20,35,바나나
29.42017919,117.229079,20,35,바나나
27.39872329,112.1355384,20,35,바나나
26.4020227,111.0162259,20,35,바나나
27.81251452,99.20961514,20,35,바나나
25.19640218,115.8586081,20,35,바나나
28.31193338,119.695765,20,35,바나나
25.90113128,110.10323,20,35,바나나
27.48612983,109.2768851,20,35,바나나
29.38254012,109.2486647,20,35,바나나
29.22118628,108.8616474,20,35,바나나
